data	target	roc_auc_score	pr_auc_score
Cell Painting, ECFP4 fingerprints	P18901	0.9258620689655173	0.7977349584828177
Cell Painting, ECFP4 fingerprints	P19838	0.8838383838383839	0.4027053556465321
Cell Painting, ECFP4 fingerprints	P20309	0.939935064935065	0.7847063184248058
Cell Painting, ECFP4 fingerprints	P20813	0.7769230769230769	0.24797412660887838
Cell Painting, ECFP4 fingerprints	P20815	0.628125	0.10825704761188631
Cell Painting, ECFP4 fingerprints	P21397	0.6038961038961039	0.24208440637012066
Cell Painting, ECFP4 fingerprints	P21452	0.8275862068965517	0.5833333333333334
Cell Painting, ECFP4 fingerprints	P21554	0.6530612244897959	0.6383568812140241
Cell Painting, ECFP4 fingerprints	P21728	0.9482828282828282	0.6835049044057226
Cell Painting, ECFP4 fingerprints	P21731	0.5	0.5303030303030303
Cell Painting, ECFP4 fingerprints	P21917	0.9044025157232705	0.7093117751949475
Cell Painting, ECFP4 fingerprints	P21918	0.8745519713261649	0.3727777777777778
Cell Painting, ECFP4 fingerprints	P22303	0.7657657657657657	0.22619047619047616
Cell Painting, ECFP4 fingerprints	P22748	0.8896103896103896	0.5182823129251701
Cell Painting, ECFP4 fingerprints	P23219	0.806122448979592	0.4910272804774083
Cell Painting, ECFP4 fingerprints	P23280	0.8775510204081632	0.8458188153310104
Cell Painting, ECFP4 fingerprints	P23576	0.6911764705882353	0.289691091954023
Cell Painting, ECFP4 fingerprints	P23975	0.9386951631046119	0.8104449814084336
Cell Painting, ECFP4 fingerprints	P24462	0.788888888888889	0.3139408599016922
Cell Painting, ECFP4 fingerprints	P24557	0.75	0.6471428571428571
Cell Painting, ECFP4 fingerprints	P24941	0.6527777777777778	0.44345238095238093
Cell Painting, ECFP4 fingerprints	P25021	0.825	0.40900127650127643
Cell Painting, ECFP4 fingerprints	P25100	0.8708372237784002	0.6418612240015662
Cell Painting, ECFP4 fingerprints	P27338	0.65	0.24107142857142855
Cell Painting, ECFP4 fingerprints	P27815	0.7777777777777778	0.7192982456140351
Cell Painting, ECFP4 fingerprints	P28221	0.8717592592592593	0.45553425900579525
Cell Painting, ECFP4 fingerprints	P28222	0.8019480519480519	0.5082302722273939
Cell Painting, ECFP4 fingerprints	P28223	0.9187878787878789	0.47672100236812875
Cell Painting, ECFP4 fingerprints	P28335	0.9066978648727698	0.6237326100158683
Cell Painting, ECFP4 fingerprints	P28472	0.79	0.5726190476190476
Cell Painting, ECFP4 fingerprints	P28482	0.8648648648648648	0.2785714285714286
Cell Painting, ECFP4 fingerprints	P28566	0.8021308980213091	0.3671205851761407
Cell Painting, ECFP4 fingerprints	P29274	0.7662337662337662	0.4450156325156325
Cell Painting, ECFP4 fingerprints	P29275	0.896551724137931	0.625
Cell Painting, ECFP4 fingerprints	P29466	0.675	0.3214285714285714
Cell Painting, ECFP4 fingerprints	P30542	0.8707482993197279	0.5425925925925925
Cell Painting, ECFP4 fingerprints	P30729	0.8650137741046832	0.597118982712203
Cell Painting, ECFP4 fingerprints	P30939	0.8546099290780143	0.45103874883286643
Cell Painting, ECFP4 fingerprints	P30940	0.7493261455525606	0.4705730777159349
Cell Painting, ECFP4 fingerprints	P31388	0.9518518518518518	0.7049835785129902
Cell Painting, ECFP4 fingerprints	P31389	0.95995670995671	0.8200191621244253
Cell Painting, ECFP4 fingerprints	P31644	0.8	0.3611111111111111
Cell Painting, ECFP4 fingerprints	P31645	0.9423558897243108	0.7611980316496278
Cell Painting, ECFP4 fingerprints	P33260	0.5694444444444444	0.15646662705486236
Cell Painting, ECFP4 fingerprints	P33261	0.5942028985507247	0.1776911798808004
Cell Painting, ECFP4 fingerprints	P34897	0.5303030303030303	0.17508417508417506
Cell Painting, ECFP4 fingerprints	P34903	0.7272727272727273	0.47883597883597884
Cell Painting, ECFP4 fingerprints	P34969	0.9139610389610389	0.7021844909775995
Cell Painting, ECFP4 fingerprints	P34972	0.880952380952381	0.5659141583054627
Cell Painting, ECFP4 fingerprints	P35218	0.980952380952381	0.911111111111111
Cell Painting, ECFP4 fingerprints	P35236	0.9155844155844155	0.7533635676492818
Cell Painting, ECFP4 fingerprints	P35348	0.9170134638922889	0.6311996999314388
Cell Painting, ECFP4 fingerprints	P35354	0.8468468468468469	0.27136752136752135
Cell Painting, ECFP4 fingerprints	P35367	0.9425	0.6803785554865557
Cell Painting, ECFP4 fingerprints	P35368	0.8643192488262911	0.5394553304357225
Cell Painting, ECFP4 fingerprints	P35372	0.8485829959514171	0.6320342900683711
Cell Painting, ECFP4 fingerprints	P35408	0.64	0.2754901960784314
Cell Painting, ECFP4 fingerprints	P35462	0.968649885583524	0.7684686420237423
Cell Painting, ECFP4 fingerprints	P35498	0.8852813852813852	0.34991305613154355
Cell Painting, ECFP4 fingerprints	P35916	0.8400000000000001	0.5379901960784313
Cell Painting, ECFP4 fingerprints	P35968	0.9277777777777777	0.7724358974358974
Cell Painting, ECFP4 fingerprints	P36888	0.9666666666666667	0.7892857142857141
Cell Painting, ECFP4 fingerprints	P37231	0.8754208754208754	0.7675213675213677
Cell Painting, ECFP4 fingerprints	P40763	0.3870967741935484	0.07275132275132275
Cell Painting, ECFP4 fingerprints	P41143	0.769811320754717	0.6040250447227191
Cell Painting, ECFP4 fingerprints	P41145	0.8074291300097751	0.5487080381049525
Cell Painting, ECFP4 fingerprints	P41595	0.9207892479267944	0.5165518288271461
Cell Painting, ECFP4 fingerprints	P41743	0.7153729071537291	0.26756881964255236
Cell Painting, ECFP4 fingerprints	P42330	0.9249999999999999	0.7
Cell Painting, ECFP4 fingerprints	P42574	0.55	0.26543522267206476
Cell Painting, ECFP4 fingerprints	P43115	0.56	0.25795194508009156
Cell Painting, ECFP4 fingerprints	P43166	0.9388888888888889	0.6540616246498598
Cell Painting, ECFP4 fingerprints	P43351	0.4861111111111111	0.17095238095238094
Cell Painting, ECFP4 fingerprints	P43367	0.9191919191919191	0.6555555555555554
Cell Painting, ECFP4 fingerprints	P45983	0.97	0.8928571428571428
Cell Painting, ECFP4 fingerprints	P46098	0.911214953271028	0.49759199134199134
Cell Painting, ECFP4 fingerprints	P47869	0.888888888888889	0.5873015873015872
Cell Painting, ECFP4 fingerprints	P47898	0.5929919137466306	0.14913487133984027
Cell Painting, ECFP4 fingerprints	P48730	0.8787878787878788	0.7333333333333334
Cell Painting, ECFP4 fingerprints	P49286	0.55	0.1388888888888889
Cell Painting, ECFP4 fingerprints	P49327	0.6666666666666666	0.4476190476190476
Cell Painting, ECFP4 fingerprints	P49674	0.5555555555555556	0.2585139318885449
Cell Painting, ECFP4 fingerprints	P49759	0.7575757575757576	0.34444444444444444
Cell Painting, ECFP4 fingerprints	P49840	0.8709677419354838	0.29166666666666663
Cell Painting, ECFP4 fingerprints	P49841	0.6641509433962265	0.32960385526423264
Cell Painting, ECFP4 fingerprints	P50406	0.8787593984962406	0.6231413074664525
Cell Painting, ECFP4 fingerprints	P50407	0.8548387096774194	0.2777777777777778
Cell Painting, ECFP4 fingerprints	P50750	0.888888888888889	0.42063492063492064
Cell Painting, ECFP4 fingerprints	P51452	0.9183673469387754	0.795952380952381
Cell Painting, ECFP4 fingerprints	P51589	0.8225806451612903	0.2111111111111111
Cell Painting, ECFP4 fingerprints	P51812	0.95	0.5833333333333333
Cell Painting, ECFP4 fingerprints	P52333	0.91	0.6666666666666666
Cell Painting, ECFP4 fingerprints	P53779	0.8	0.26785714285714285
Cell Painting, ECFP4 fingerprints	P55017	1.0	1.0
Cell Painting, ECFP4 fingerprints	P55789	0.7694954128440367	0.20002559173075002
Cell Painting, ECFP4 fingerprints	P68400	0.6724137931034483	0.5476190476190477
Cell Painting, ECFP4 fingerprints	P79400	1.0	1.0
Cell Painting, ECFP4 fingerprints	P80192	0.85	0.625
Cell Painting, ECFP4 fingerprints	P97266	0.896551724137931	0.625
Cell Painting, ECFP4 fingerprints	Q00535	0.9193548387096774	0.3666666666666667
Cell Painting, ECFP4 fingerprints	Q00653	0.8081081081081081	0.5033535716999744
Cell Painting, ECFP4 fingerprints	Q01668	0.9848484848484849	0.9166666666666665
Cell Painting, ECFP4 fingerprints	Q01959	0.7377142857142858	0.2884192070740984
Cell Painting, ECFP4 fingerprints	Q02156	0.8	0.26666666666666666
Cell Painting, ECFP4 fingerprints	Q02750	0.6249999999999999	0.5037037037037037
Cell Painting, ECFP4 fingerprints	Q02763	1.0	1.0
Cell Painting, ECFP4 fingerprints	Q04206	0.8108108108108107	0.4396435328517372
Cell Painting, ECFP4 fingerprints	Q05397	0.3333333333333333	0.1175793017898281
Cell Painting, ECFP4 fingerprints	Q05586	0.9500000000000001	0.75
Cell Painting, ECFP4 fingerprints	Q05655	1.0	1.0
Cell Painting, ECFP4 fingerprints	Q06124	0.45	0.11688311688311688
Cell Painting, ECFP4 fingerprints	Q06710	0.9594594594594594	0.8977272727272727
Cell Painting, ECFP4 fingerprints	Q07820	0.7023809523809524	0.3188943541678288
Cell Painting, ECFP4 fingerprints	Q08499	0.861111111111111	0.7435897435897436
Cell Painting, ECFP4 fingerprints	Q09428	0.8558558558558559	0.5588235294117647
Cell Painting, ECFP4 fingerprints	Q12809	0.8481353325643983	0.43428759290487573
Cell Painting, ECFP4 fingerprints	Q12851	0.76	0.4434782608695652
Cell Painting, ECFP4 fingerprints	Q13188	0.8181818181818181	0.55
Cell Painting, ECFP4 fingerprints	Q13224	0.9500000000000001	0.75
Cell Painting, ECFP4 fingerprints	Q13255	0.675	0.5666666666666667
Cell Painting, ECFP4 fingerprints	Q13627	0.8460526315789474	0.45572984810888034
Cell Painting, ECFP4 fingerprints	Q13639	0.921487603305785	0.7027459468635939
Cell Painting, ECFP4 fingerprints	Q13698	1.0	1.0
Cell Painting, ECFP4 fingerprints	Q13936	0.875	0.6428571428571428
Cell Painting, ECFP4 fingerprints	Q14289	0.7096774193548386	0.15
Cell Painting, ECFP4 fingerprints	Q14524	0.6060606060606061	0.1824074074074074
Cell Painting, ECFP4 fingerprints	Q14680	0.84	0.4583333333333333
Cell Painting, ECFP4 fingerprints	Q15418	1.0	1.0
Cell Painting, ECFP4 fingerprints	Q16288	0.9393939393939393	0.6428571428571428
Cell Painting, ECFP4 fingerprints	Q16539	0.7662337662337662	0.5495115995115996
Cell Painting, ECFP4 fingerprints	Q16584	0.85	0.625
Cell Painting, ECFP4 fingerprints	Q16620	0.7200000000000001	0.437037037037037
Cell Painting, ECFP4 fingerprints	Q16665	0.825	0.375
Cell Painting, ECFP4 fingerprints	Q16678	0.8129870129870129	0.6666734211415062
Cell Painting, ECFP4 fingerprints	Q16790	0.9435897435897436	0.6944444444444443
Cell Painting, ECFP4 fingerprints	Q29006	0.803030303030303	0.5714285714285714
Cell Painting, ECFP4 fingerprints	Q5U9J1	0.775	0.35
Cell Painting, ECFP4 fingerprints	Q60492	0.925	0.44047619047619047
Cell Painting, ECFP4 fingerprints	Q70Z44	1.0	1.0
Cell Painting, ECFP4 fingerprints	Q86V86	0.8636363636363636	0.4888888888888889
Cell Painting, ECFP4 fingerprints	Q8IL32	0.6878378378378378	0.47508460315521595
Cell Painting, ECFP4 fingerprints	Q8K4Z4	0.8897058823529411	0.8026315789473684
Cell Painting, ECFP4 fingerprints	Q8N1Q1	0.9027777777777778	0.4444444444444445
Cell Painting, ECFP4 fingerprints	Q8N4C8	0.6666666666666666	0.7066666666666666
Cell Painting, ECFP4 fingerprints	Q8NER1	0.6936936936936936	0.15963987703118138
Cell Painting, ECFP4 fingerprints	Q8TDD5	0.7121212121212122	0.48739495798319327
Cell Painting, ECFP4 fingerprints	Q8WXA8	1.0	1.0
Cell Painting, ECFP4 fingerprints	Q91ZM7	0.9729729729729729	0.8333333333333333
Cell Painting, ECFP4 fingerprints	Q92731	0.925	0.7638888888888888
Cell Painting, ECFP4 fingerprints	Q96FL8	0.7272727272727273	0.2388888888888889
Cell Painting, ECFP4 fingerprints	Q96GD4	0.7241379310344828	0.16025641025641024
Cell Painting, ECFP4 fingerprints	Q96P20	0.5757575757575757	0.3019047619047619
Cell Painting, ECFP4 fingerprints	Q96RJ0	0.4414414414414414	0.08989252410305042
Cell Painting, ECFP4 fingerprints	Q99250	0.9578392621870883	0.7901416765053129
Cell Painting, ECFP4 fingerprints	Q99705	0.9047619047619048	0.6791666666666667
Cell Painting, ECFP4 fingerprints	Q99720	0.9308426073131956	0.6216740709208428
Cell Painting, ECFP4 fingerprints	Q9BQF6	0.5073529411764706	0.12313397129186604
Cell Painting, ECFP4 fingerprints	Q9ES14	0.9736842105263158	0.875
Cell Painting, ECFP4 fingerprints	Q9GZU7	0.692722371967655	0.32436536925651815
Cell Painting, ECFP4 fingerprints	Q9GZV3	0.6290322580645161	0.11309523809523808
Cell Painting, ECFP4 fingerprints	Q9H2G2	0.84	0.8
Cell Painting, ECFP4 fingerprints	Q9H3N8	0.640625	0.292763688883225
Cell Painting, ECFP4 fingerprints	Q9HAZ1	0.7794117647058824	0.27574786324786327
Cell Painting, ECFP4 fingerprints	Q9HC16	0.3952380952380952	0.10339651339651339
Cell Painting, ECFP4 fingerprints	Q9HC97	0.4779411764705882	0.17536630036630035
Cell Painting, ECFP4 fingerprints	Q9JI35	0.5855855855855856	0.1284722222222222
Cell Painting, ECFP4 fingerprints	Q9NPD5	0.6969696969696969	0.532258064516129
Cell Painting, ECFP4 fingerprints	Q9NY46	0.854978354978355	0.2966426570628251
Cell Painting, ECFP4 fingerprints	Q9ULX7	0.8265306122448979	0.7118506493506493
Cell Painting, ECFP4 fingerprints	Q9UM73	0.7666666666666666	0.2666507177033493
Cell Painting, ECFP4 fingerprints	Q9UNQ0	0.71	0.596875
Cell Painting, ECFP4 fingerprints	Q9XUB2	0.5	0.42125603864734296
Cell Painting, ECFP4 fingerprints	Q9Y239	1.0	1.0
Cell Painting, ECFP4 fingerprints	Q9Y2D0	0.9	0.39166666666666666
Cell Painting, ECFP4 fingerprints	Q9Y2I1	0.9696969696969697	0.8666666666666667
Cell Painting, ECFP4 fingerprints	Q9Y2T6	0.7101123595505617	0.3938218543783788
Cell Painting, ECFP4 fingerprints	Q9Y4K4	0.9292929292929293	0.6666666666666666
Cell Painting, ECFP4 fingerprints	Q9Y4P1	0.4	0.10989010989010989
Cell Painting, ECFP4 fingerprints	Q9Y5N1	0.9191176470588235	0.65
Cell Painting, ECFP4 fingerprints	Q9Y5X4	0.5833333333333333	0.15177224736048267
Cell Painting, ECFP4 fingerprints	Q9Y6L6	0.8198198198198197	0.48412698412698413
Cell Painting, ECFP4 fingerprints	Q9Y6X5	0.9797979797979799	0.8666666666666667
Cell Painting, ECFP4 fingerprints	X2CFA5	0.8080808080808082	0.47086247086247085
Cell Painting, ECFP4 fingerprints	_C0009_HUMAN	0.7927927927927927	0.5955555555555555
Cell Painting, ECFP4 fingerprints	_F0002	0.5875	0.18107769423558895
Cell Painting, ECFP4 fingerprints	_F0003	0.8223684210526316	0.5243589743589744
Cell Painting, ECFP4 fingerprints	_F0003_RAT	0.9448051948051948	0.770439084724799
Cell Painting, ECFP4 fingerprints	_F0015	0.8870967741935484	0.6111111111111112
Cell Painting, ECFP4 fingerprints	_F0015_HUMAN	0.7875	0.2961017740429505
Cell Painting, ECFP4 fingerprints	_F0015_RAT	0.4144736842105263	0.31788194444444445
Cell Painting, ECFP4 fingerprints	_F0016	0.8301886792452831	0.25636618283677104
Cell Painting, ECFP4 fingerprints	_F0016_HUMAN	0.7727272727272727	0.49831649831649827
Cell Painting, ECFP4 fingerprints	_F0016_RAT	0.6944444444444444	0.5328820116054158
Cell Painting, ECFP4 fingerprints	_F0068	0.6	0.15476190476190477
Cell Painting, ECFP4 fingerprints	_F0075_RAT	0.8064516129032259	0.25
Cell Painting, ECFP4 fingerprints	_F0082	0.6799999999999999	0.446875
Cell Painting, ECFP4 fingerprints	_F0118	0.9516129032258064	0.7
Cell Painting, ECFP4 fingerprints	_F0118_RAT	0.75	0.26785714285714285
Cell Painting, ECFP4 fingerprints	_F0152	0.625	0.1971153846153846
Cell Painting, ECFP4 fingerprints	_F0153	0.7244897959183673	0.38303010353701594
Cell Painting, ECFP4 fingerprints	_F0155	0.34234234234234234	0.07282243841383626
Cell Painting, ECFP4 fingerprints	_F0196	0.575	0.3055555555555556
Cell Painting, ECFP4 fingerprints	_F0218_HUMAN	0.7959183673469388	0.6911490683229813
Cell Painting, ECFP4 fingerprints	_F0222_HUMAN	0.828006088280061	0.4127458960792294
Cell Painting, ECFP4 fingerprints	_F0244_RAT	1.0	1.0
Cell Painting, ECFP4 fingerprints	_F0263	0.7847222222222222	0.2694805194805195
Cell Painting, ECFP4 fingerprints	_F0263_TORP	0.7847222222222222	0.2694805194805195
Cell Painting, ECFP4 fingerprints	_F0284_RAT	0.425	0.11309523809523808
Cell Painting, ECFP4 fingerprints	_F0288	1.0	1.0
Cell Painting, ECFP4 fingerprints	_F0288_HUMAN	0.975	0.8333333333333333
Cell Painting, ECFP4 fingerprints	_F0294_CAVPO	0.940625	0.6064425770308124
Cell Painting, ECFP4 fingerprints	_F0294_HUMAN	0.8571428571428572	0.4837139511052555
Cell Painting, ECFP4 fingerprints	_F0297_RAT	0.7	0.5714285714285714
Cell Painting, ECFP4 fingerprints	_F0315	0.638888888888889	0.23890007757488962
Cell Painting, ECFP4 fingerprints	_F0315_RAT	0.9407894736842105	0.740909090909091
Cell Painting, ECFP4 fingerprints	_F0371	0.6363636363636364	0.2125
Cell Painting, ECFP4 fingerprints	_F0371_HUMAN	0.775	0.2777777777777778
Cell Painting, ECFP4 fingerprints	_F0371_RAT	0.48000000000000004	0.17889676113360325
Cell Painting, ECFP4 fingerprints	_F0470	0.7132352941176471	0.2140151515151515
Cell Painting, ECFP4 fingerprints	_F0470_CAVPO	0.7575757575757576	0.33882783882783885
Cell Painting, ECFP4 fingerprints	_F0470_RAT	0.7999999999999999	0.47916666666666663
Cell Painting, ECFP4 fingerprints	_F0958	0.9078947368421053	0.6666666666666666
Cell Painting, ECFP4 fingerprints	_F3252	0.8027210884353742	0.39780457637600497
Cell Painting, ECFP4 fingerprints	_F3255	0.7889610389610389	0.4137497423211709
