data	target	positive_counts	negative_counts	A:I_ratio	ML_model	num_trials	best_trial	tp(train)	fp(train)	fn(train)	tn(train)	tp	fp	fn	tn	balanced_accuracy(train)	balanced_accuracy	precision(train)	precision	recall(train)	recall	f1_score(train)	f1_score(validation)	f1_score	roc_auc_score(train)	roc_auc_score	mcc(train)	mcc	pr_auc_score(train)	pr_auc_score	time
Cell Painting	O14746	16 (0.39%)	4084 (433925.0%)	0.0039	GradientBoosting	200	115	13	0	0	127	0	1	3	32	1.0	0.4848484848484848	1.0	0.0	1.0	0.0	1.0	0.3504761904761905	0.0	1.0	0.8585858585858587	1.0	-0.0509647191437625	1.0	0.4047619047619047	21.260838584105173
Cell Painting	O14746	16 (0.39%)	4084 (433925.0%)	0.0039	XGBoost	200	41	0	0	13	127	0	0	3	33	0.5	0.5	0.0	0.0	0.0	0.0	0.0	0.22	0.0	0.5	0.7626262626262627	0.0	0.0	0.0928571428571428	0.1851481851481851	11.051358687877656
Cell Painting	O14965	12 (0.29%)	4088 (442866.67%)	0.0029	GradientBoosting	200	150	9	2	0	94	2	1	1	23	0.9895833333333331	0.8125	0.8181818181818182	0.6666666666666666	1.0	0.6666666666666666	0.9	0.55	0.6666666666666666	0.9895833333333331	0.861111111111111	0.8950622121597827	0.625	0.8181818181818182	0.7435897435897436	33.493224668502805
Cell Painting	O14965	12 (0.29%)	4088 (442866.67%)	0.0029	XGBoost	200	36	9	0	0	96	1	0	2	24	1.0	0.6666666666666666	1.0	1.0	1.0	0.3333333333333333	1.0	0.3333333333333333	0.5	1.0	0.861111111111111	1.0	0.554700196225229	1.0	0.7435897435897436	36.33667871952057
Cell Painting	O43353	12 (0.29%)	4088 (442866.67%)	0.0029	GradientBoosting	200	145	9	0	0	96	1	0	2	24	1.0	0.6666666666666666	1.0	1.0	1.0	0.3333333333333333	1.0	0.7142857142857143	0.5	1.0	0.7638888888888888	1.0	0.554700196225229	1.0	0.4880952380952381	33.62033734718958
Cell Painting	O43353	12 (0.29%)	4088 (442866.67%)	0.0029	XGBoost	200	11	8	0	1	96	0	0	3	24	0.9444444444444444	0.5	1.0	0.0	0.8888888888888888	0.0	0.9411764705882352	0.4476190476190476	0.0	0.9444444444444444	0.8055555555555555	0.9379366108168786	0.0	0.8984126984126983	0.5074074074074074	22.98238811095556
Cell Painting	O43570	33 (0.8%)	4067 (419024.24%)	0.0081	GradientBoosting	200	130	26	7	0	257	2	5	5	61	0.9867424242424244	0.604978354978355	0.7878787878787878	0.2857142857142857	1.0	0.2857142857142857	0.8813559322033898	0.3388444888444888	0.2857142857142857	0.9867424242424244	0.6125541125541125	0.8757785464617228	0.2099567099567099	0.7878787878787878	0.2779916425879158	4.560880986849467
Cell Painting	O43570	33 (0.8%)	4067 (419024.24%)	0.0081	XGBoost	200	16	10	0	16	264	0	0	7	66	0.6923076923076923	0.5	1.0	0.0	0.3846153846153846	0.0	0.5555555555555556	0.0399999999999999	0.0	0.6923076923076923	0.5692640692640693	0.6021937915964948	0.0	0.4397877984084881	0.1206653005874363	25.218389419714608
Cell Painting	O60285	12 (0.29%)	4088 (442866.67%)	0.0029	GradientBoosting	200	104	9	0	0	96	2	2	1	22	1.0	0.7916666666666666	1.0	0.5	1.0	0.6666666666666666	1.0	0.4666666666666667	0.5714285714285715	1.0	0.7222222222222222	1.0	0.51604684654214	1.0	0.601010101010101	27.73237289985021
Cell Painting	O60285	12 (0.29%)	4088 (442866.67%)	0.0029	XGBoost	200	70	8	46	1	50	2	12	1	12	0.7048611111111112	0.5833333333333333	0.1481481481481481	0.1428571428571428	0.8888888888888888	0.6666666666666666	0.2539682539682539	0.2132867132867132	0.2352941176470588	0.704861111111111	0.5763888888888888	0.2294903471045905	0.1048284836721918	0.1412110523221634	0.4179894179894179	13.412054506937665
Cell Painting	O60674	12 (0.29%)	4088 (442866.67%)	0.0029	GradientBoosting	200	63	9	5	0	91	1	1	2	23	0.9739583333333331	0.6458333333333334	0.6428571428571429	0.5	1.0	0.3333333333333333	0.782608695652174	0.4	0.4	0.9739583333333331	0.8472222222222222	0.7806247497997999	0.35	0.6428571428571429	0.5396825396825397	18.95527410507202
Cell Painting	O60674	12 (0.29%)	4088 (442866.67%)	0.0029	XGBoost	200	146	4	3	5	93	0	0	3	24	0.7065972222222222	0.5	0.5714285714285714	0.0	0.4444444444444444	0.0	0.5	0.2606060606060606	0.0	0.7065972222222222	0.5	0.4637130167514838	0.0	0.3015873015873015	0.1486291486291486	23.26631718476613
Cell Painting	O60755	14 (0.34%)	4086 (437785.71%)	0.0034	GradientBoosting	200	83	12	0	0	111	0	1	2	28	1.0	0.4827586206896552	1.0	0.0	1.0	0.0	1.0	0.4933333333333333	0.0	1.0	0.7241379310344828	1.0	-0.0479463301485384	1.0	0.1555555555555555	6.768024528026581
Cell Painting	O60755	14 (0.34%)	4086 (437785.71%)	0.0034	XGBoost	200	198	1	1	11	110	0	3	2	26	0.5371621621621622	0.4482758620689655	0.5	0.0	0.0833333333333333	0.0	0.1428571428571428	0.2892857142857143	0.0	0.5371621621621621	0.8275862068965517	0.1743714581157289	-0.0859602382591879	0.1310975609756097	0.2261904761904761	18.84127575556437
Cell Painting	O60840	10 (0.24%)	4090 (449900.0%)	0.0024	GradientBoosting	200	117	8	0	0	80	0	0	2	20	1.0	0.5	1.0	0.0	1.0	0.0	1.0	0.2666666666666667	0.0	1.0	0.85	1.0	0.0	1.0	0.3928571428571428	13.051734868685404
Cell Painting	O60840	10 (0.24%)	4090 (449900.0%)	0.0024	XGBoost	200	11	1	0	7	80	0	0	2	20	0.5625	0.5	1.0	0.0	0.125	0.0	0.2222222222222222	0.2	0.0	0.5625	0.45	0.3390317518104052	0.0	0.2045454545454545	0.2121212121212121	19.77946989138921
Cell Painting	O70212	13 (0.32%)	4087 (440138.46%)	0.0032	GradientBoosting	200	100	9	18	0	87	1	10	3	15	0.9142857142857144	0.425	0.3333333333333333	0.0909090909090909	1.0	0.25	0.5	0.12	0.1333333333333333	0.9142857142857144	0.4649999999999999	0.5255382728122436	-0.1066003581778052	0.3333333333333333	0.3576970443349753	7.938725956281027
Cell Painting	O70212	13 (0.32%)	4087 (440138.46%)	0.0032	XGBoost	200	157	0	2	9	103	0	0	4	25	0.4904761904761904	0.5	0.0	0.0	0.0	0.0	0.0	0.1501818181818182	0.0	0.4904761904761904	0.27	-0.0391230398217975	0.0	0.0789473684210526	0.1132922824302134	11.761074741681416
Cell Painting	O70528	27 (0.66%)	4073 (422385.19%)	0.0066	GradientBoosting	200	174	20	13	0	204	2	3	5	50	0.9700460829493088	0.6145552560646901	0.6060606060606061	0.4	1.0	0.2857142857142857	0.7547169811320755	0.3542857142857143	0.3333333333333333	0.9700460829493088	0.7088948787061995	0.7548197320005247	0.2661127138570305	0.6060606060606061	0.3583176610231334	46.34731382528941
Cell Painting	O70528	27 (0.66%)	4073 (422385.19%)	0.0066	XGBoost	200	111	1	0	19	217	0	1	7	52	0.525	0.490566037735849	1.0	0.0	0.05	0.0	0.0952380952380952	0.16	0.0	0.525	0.5471698113207547	0.2144168283302092	-0.047313500366356	0.130168776371308	0.2385014734638794	17.667593864599862
Cell Painting	O75030	12 (0.29%)	4088 (442866.67%)	0.0029	GradientBoosting	200	175	9	0	0	96	2	0	1	24	1.0	0.8333333333333333	1.0	1.0	1.0	0.6666666666666666	1.0	0.5333333333333333	0.8	1.0	0.8055555555555556	1.0	0.8	1.0	0.7254901960784313	6.812764163812002
Cell Painting	O75030	12 (0.29%)	4088 (442866.67%)	0.0029	XGBoost	200	60	2	2	7	94	1	0	2	24	0.6006944444444444	0.6666666666666666	0.5	1.0	0.2222222222222222	0.3333333333333333	0.3076923076923076	0.3666666666666667	0.5	0.6006944444444444	0.8472222222222222	0.2945111180921155	0.554700196225229	0.1777777777777777	0.5833333333333333	27.89952654043833
Cell Painting	O76074	10 (0.24%)	4090 (449900.0%)	0.0024	GradientBoosting	200	187	8	0	0	80	0	2	2	18	1.0	0.45	1.0	0.0	1.0	0.0	1.0	0.3333333333333333	0.0	1.0	0.425	1.0	-0.1	1.0	0.113095238095238	2.908515195051829
Cell Painting	O76074	10 (0.24%)	4090 (449900.0%)	0.0024	XGBoost	200	180	0	1	8	79	0	2	2	18	0.49375	0.45	0.0	0.0	0.0	0.0	0.0	0.1588028041117286	0.0	0.49375	0.125	-0.0339031751810405	-0.1	0.0909090909090909	0.0770308123249299	17.503997250398
Cell Painting	O94806	10 (0.24%)	4090 (449900.0%)	0.0024	GradientBoosting	200	95	8	1	0	79	1	2	1	18	0.99375	0.7	0.8888888888888888	0.3333333333333333	1.0	0.5	0.9411764705882352	0.4571428571428571	0.4	0.99375	0.825	0.936897954837013	0.3350831266333564	0.8888888888888888	0.3095238095238095	1.7260061065355936
Cell Painting	O94806	10 (0.24%)	4090 (449900.0%)	0.0024	XGBoost	200	164	2	7	6	73	0	2	2	18	0.58125	0.45	0.2222222222222222	0.0	0.25	0.0	0.2352941176470588	0.1754385964912281	0.0	0.58125	0.8500000000000001	0.154173081175711	-0.1	0.1237373737373737	0.3333333333333333	19.111647407213848
Cell Painting	O95069	10 (0.24%)	4090 (449900.0%)	0.0024	GradientBoosting	200	181	8	1	0	79	2	1	0	19	0.99375	0.975	0.8888888888888888	0.6666666666666666	1.0	1.0	0.9411764705882352	0.3333333333333333	0.8	0.99375	1.0	0.936897954837013	0.7958224257542214	0.8888888888888888	1.0	13.629480548699696
Cell Painting	O95069	10 (0.24%)	4090 (449900.0%)	0.0024	XGBoost	200	0	3	0	5	80	0	0	2	20	0.6875	0.5	1.0	0.0	0.375	0.0	0.5454545454545454	0.2	0.0	0.6875	0.95	0.5940885257860046	0.0	0.4318181818181818	0.75	17.03799344698588
Cell Painting	O95153	10 (0.24%)	4090 (449900.0%)	0.0024	GradientBoosting	200	131	8	0	0	80	0	0	2	20	1.0	0.5	1.0	0.0	1.0	0.0	1.0	0.2222222222222222	0.0	1.0	0.7875	1.0	0.0	1.0	0.25	2.6796552975972494
Cell Painting	O95153	10 (0.24%)	4090 (449900.0%)	0.0024	XGBoost	200	110	0	5	8	75	0	1	2	19	0.46875	0.475	0.0	0.0	0.0	0.0	0.0	0.1537607873050059	0.0	0.46875	0.2749999999999999	-0.0776150525706333	-0.0690065559342354	0.0909090909090909	0.0916666666666666	19.112407656510676
Cell Painting	O95180	31 (0.76%)	4069 (420025.81%)	0.0076	GradientBoosting	200	137	18	13	8	233	0	6	5	58	0.8197310819262038	0.453125	0.5806451612903226	0.0	0.6923076923076923	0.0	0.631578947368421	0.3014544279250161	0.0	0.8197310819262039	0.540625	0.5916702218915614	-0.0862581949177942	0.4313968763684134	0.0913935212746757	2.463863186041514
Cell Painting	O95180	31 (0.76%)	4069 (420025.81%)	0.0076	XGBoost	200	33	0	0	26	246	0	0	5	64	0.5	0.5	0.0	0.0	0.0	0.0	0.0	0.0444444444444444	0.0	0.5	0.528125	0.0	0.0	0.0955882352941176	0.3462338938389049	26.985275987784068
Cell Painting	O95264	15 (0.37%)	4085 (435733.33%)	0.0037	GradientBoosting	200	174	13	6	0	113	0	5	2	26	0.9747899159663864	0.4193548387096774	0.6842105263157895	0.0	1.0	0.0	0.8125000000000001	0.4233333333333333	0.0	0.9747899159663864	0.6451612903225805	0.8060474654668802	-0.1073346976852729	0.6842105263157895	0.1166666666666666	3.412152560551961
Cell Painting	O95264	15 (0.37%)	4085 (435733.33%)	0.0037	XGBoost	200	72	0	1	13	118	0	0	2	31	0.4957983193277311	0.5	0.0	0.0	0.0	0.0	0.0	0.2777777777777778	0.0	0.4957983193277311	0.4354838709677419	-0.0288776964940325	0.0	0.0984848484848484	0.1	10.059844545523326
Cell Painting	O95342	25 (0.61%)	4075 (423800.0%)	0.0061	GradientBoosting	200	194	16	60	3	141	2	19	4	30	0.7717989002356638	0.4727891156462585	0.2105263157894736	0.0952380952380952	0.8421052631578947	0.3333333333333333	0.3368421052631579	0.322039442039442	0.1481481481481481	0.7717989002356638	0.4285714285714286	0.3211178724829934	-0.0349218475058366	0.1909216821959204	0.1019164862914862	24.43373646736145
Cell Painting	O95342	25 (0.61%)	4075 (423800.0%)	0.0061	XGBoost	200	161	8	0	11	201	0	0	6	49	0.7105263157894737	0.5	1.0	0.0	0.4210526315789473	0.0	0.5925925925925926	0.1	0.0	0.7105263157894737	0.8265306122448979	0.6318271607587731	0.0	0.4710526315789473	0.3303571428571428	22.930163300037385
