data	target	positive_counts	negative_counts	A:I_ratio	ML_model	num_trials	best_trial	tp(train)	fp(train)	fn(train)	tn(train)	tp	fp	fn	tn	balanced_accuracy(train)	balanced_accuracy	precision(train)	precision	recall(train)	recall	f1_score(train)	f1_score(validation)	f1_score	roc_auc_score(train)	roc_auc_score	mcc(train)	mcc	pr_auc_score(train)	pr_auc_score	time
ECFP4 fingerprints	G7ZKZ7	11 (0.27%)	4089 (446072.73%)	0.0027	GradientBoosting	200	144	8	5	0	83	1	1	2	21	0.9715909090909092	0.6439393939393939	0.6153846153846154	0.5	1.0	0.3333333333333333	0.761904761904762	0.3666666666666666	0.4	0.9715909090909092	0.5606060606060606	0.7618527288259723	0.3448281541042982	0.6153846153846154	0.4309523809523809	3.4194279948870343
ECFP4 fingerprints	G7ZKZ7	11 (0.27%)	4089 (446072.73%)	0.0027	XGBoost	200	115	0	0	8	88	0	0	3	22	0.5	0.5	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.5	0.6515151515151514	0.0	0.0	0.0833333333333333	0.2722222222222222	17.284237066904705
ECFP4 fingerprints	K7GSR7	52 (1.27%)	4048 (412584.62%)	0.0128	GradientBoosting	200	156	37	35	7	378	2	8	6	99	0.8780816640986133	0.5876168224299065	0.5138888888888888	0.2	0.8409090909090909	0.25	0.6379310344827587	0.4827007131354957	0.2222222222222222	0.8780816640986132	0.8282710280373833	0.612238114132693	0.1582193977902714	0.4474511250359171	0.2435398098633392	1.518335219224294
ECFP4 fingerprints	K7GSR7	52 (1.27%)	4048 (412584.62%)	0.0128	XGBoost	200	198	38	20	6	393	3	6	5	101	0.9076051067576492	0.6594626168224299	0.6551724137931034	0.3333333333333333	0.8636363636363636	0.375	0.7450980392156864	0.4760750360750361	0.3529411764705882	0.9076051067576492	0.7651869158878504	0.7223880142516013	0.3021005927145752	0.5789598238477738	0.2945640756302521	30.74312372207641
ECFP4 fingerprints	O08892	11 (0.27%)	4089 (446072.73%)	0.0027	GradientBoosting	200	17	8	1	0	87	0	2	3	20	0.994318181818182	0.4545454545454545	0.8888888888888888	0.0	1.0	0.0	0.9411764705882352	0.4466666666666666	0.0	0.994318181818182	0.5757575757575757	0.937436866561092	-0.1088931012960941	0.8888888888888888	0.173109243697479	1.124972132841746
ECFP4 fingerprints	O08892	11 (0.27%)	4089 (446072.73%)	0.0027	XGBoost	200	141	0	0	8	88	0	0	3	22	0.5	0.5	0.0	0.0	0.0	0.0	0.0	0.4336507936507937	0.0	0.5	0.5303030303030303	0.0	0.0	0.0833333333333333	0.1578282828282828	15.499300154050191
ECFP4 fingerprints	O14746	16 (0.39%)	4084 (433925.0%)	0.0039	GradientBoosting	200	191	8	41	5	86	2	8	1	25	0.6462749848576621	0.7121212121212122	0.1632653061224489	0.2	0.6153846153846154	0.6666666666666666	0.2580645161290322	0.224090909090909	0.3076923076923076	0.6462749848576621	0.7070707070707071	0.1780142865095465	0.261785157202368	0.1361852433281004	0.4222222222222221	2.6639153440793355
ECFP4 fingerprints	O14746	16 (0.39%)	4084 (433925.0%)	0.0039	XGBoost	200	121	0	0	13	127	0	0	3	33	0.5	0.5	0.0	0.0	0.0	0.0	0.0	0.1746742567994939	0.0	0.5	0.2222222222222221	0.0	0.0	0.0928571428571428	0.070995670995671	15.127383693059285
ECFP4 fingerprints	O14965	12 (0.29%)	4088 (442866.67%)	0.0029	GradientBoosting	200	122	6	20	3	76	2	9	1	15	0.7291666666666666	0.6458333333333333	0.2307692307692307	0.1818181818181818	0.6666666666666666	0.6666666666666666	0.3428571428571429	0.3633333333333333	0.2857142857142857	0.7291666666666665	0.75	0.2972611099321462	0.1865506268111591	0.1824175824175824	0.4415204678362573	2.789493187268575
ECFP4 fingerprints	O14965	12 (0.29%)	4088 (442866.67%)	0.0029	XGBoost	200	20	3	0	6	96	0	0	3	24	0.6666666666666666	0.5	1.0	0.0	0.3333333333333333	0.0	0.5	0.2102564102564102	0.0	0.6666666666666666	0.5625	0.5601120336112039	0.0	0.3904761904761905	0.1513227513227513	13.247303533554078
ECFP4 fingerprints	O43353	12 (0.29%)	4088 (442866.67%)	0.0029	GradientBoosting	200	111	9	11	0	85	2	3	1	21	0.9427083333333331	0.7708333333333333	0.45	0.4	1.0	0.6666666666666666	0.6206896551724138	0.65	0.5	0.9427083333333331	0.861111111111111	0.6312190586476298	0.4382299106011073	0.45	0.7435897435897436	2.1412487268447875
ECFP4 fingerprints	O43353	12 (0.29%)	4088 (442866.67%)	0.0029	XGBoost	200	13	8	0	1	96	0	0	3	24	0.9444444444444444	0.5	1.0	0.0	0.8888888888888888	0.0	0.9411764705882352	0.55	0.0	0.9444444444444444	0.9583333333333334	0.9379366108168786	0.0	0.8984126984126983	0.6388888888888888	16.120928835868835
ECFP4 fingerprints	O43570	33 (0.8%)	4067 (419024.24%)	0.0081	GradientBoosting	200	197	18	9	8	255	1	5	6	61	0.8291083916083917	0.5335497835497836	0.6666666666666666	0.1666666666666666	0.6923076923076923	0.1428571428571428	0.6792452830188679	0.7357142857142858	0.1538461538461538	0.8291083916083916	0.8658008658008658	0.6471393864689612	0.071932918240424	0.4891246684350132	0.4177354219279685	3.784406197071076
ECFP4 fingerprints	O43570	33 (0.8%)	4067 (419024.24%)	0.0081	XGBoost	200	63	20	4	6	260	2	0	5	66	0.877039627039627	0.6428571428571428	0.8333333333333334	1.0	0.7692307692307693	0.2857142857142857	0.8	0.8266666666666665	0.4444444444444445	0.877039627039627	0.9329004329004328	0.7819143635439803	0.5153577023468353	0.6617152961980549	0.7504958047292143	33.600112569332126
ECFP4 fingerprints	O60285	12 (0.29%)	4088 (442866.67%)	0.0029	GradientBoosting	200	83	5	3	4	93	2	1	1	23	0.7621527777777778	0.8125	0.625	0.6666666666666666	0.5555555555555556	0.6666666666666666	0.5882352941176471	0.4666666666666667	0.6666666666666666	0.7621527777777778	0.6805555555555555	0.5532360477865182	0.625	0.3853174603174603	0.5955555555555555	2.8694031556447346
ECFP4 fingerprints	O60285	12 (0.29%)	4088 (442866.67%)	0.0029	XGBoost	200	6	3	0	6	96	0	0	3	24	0.6666666666666666	0.5	1.0	0.0	0.3333333333333333	0.0	0.5	0.4	0.0	0.6666666666666666	0.6805555555555555	0.5601120336112039	0.0	0.3904761904761905	0.7051282051282051	25.88591288725535
ECFP4 fingerprints	O60674	12 (0.29%)	4088 (442866.67%)	0.0029	GradientBoosting	200	60	0	0	9	96	0	0	3	24	0.5	0.5	0.0	0.0	0.0	0.0	0.0	0.1480693219823654	0.0	0.5	0.5	0.0	0.0	0.0857142857142857	0.1111111111111111	3.0016629258791605
ECFP4 fingerprints	O60674	12 (0.29%)	4088 (442866.67%)	0.0029	XGBoost	200	192	0	0	9	96	0	0	3	24	0.5	0.5	0.0	0.0	0.0	0.0	0.0	0.2284382284382284	0.0	0.5	0.5555555555555556	0.0	0.0	0.0857142857142857	0.1643097643097643	9.636857942740123
ECFP4 fingerprints	O60755	14 (0.34%)	4086 (437785.71%)	0.0034	GradientBoosting	200	178	7	48	5	63	1	5	1	24	0.5754504504504505	0.6637931034482758	0.1272727272727272	0.1666666666666666	0.5833333333333334	0.5	0.2089552238805969	0.3145787545787545	0.25	0.5754504504504505	0.7672413793103449	0.090055064974502	0.203701381619181	0.1148928307464892	0.1833333333333333	1.8390967051188152
ECFP4 fingerprints	O60755	14 (0.34%)	4086 (437785.71%)	0.0034	XGBoost	200	89	0	0	12	111	0	0	2	29	0.5	0.5	0.0	0.0	0.0	0.0	0.0	0.2308080808080808	0.0	0.5	0.5689655172413793	0.0	0.0	0.0975609756097561	0.2884615384615384	15.06814701159795
ECFP4 fingerprints	O60840	10 (0.24%)	4090 (449900.0%)	0.0024	GradientBoosting	200	26	7	2	1	78	1	4	1	16	0.925	0.65	0.7777777777777778	0.2	0.875	0.5	0.823529411764706	0.711111111111111	0.2857142857142857	0.925	0.85	0.806443809226796	0.2057983021710106	0.6919191919191919	0.375	2.547945801417033
ECFP4 fingerprints	O60840	10 (0.24%)	4090 (449900.0%)	0.0024	XGBoost	200	92	7	0	1	80	1	1	1	19	0.9375	0.725	1.0	0.5	0.875	0.5	0.9333333333333332	0.4666666666666667	0.5	0.9375	0.85	0.9296222517045284	0.45	0.8863636363636364	0.625	23.916917622089382
ECFP4 fingerprints	O70212	13 (0.32%)	4087 (440138.46%)	0.0032	GradientBoosting	200	192	7	30	2	75	1	12	3	13	0.746031746031746	0.385	0.1891891891891892	0.0769230769230769	0.7777777777777778	0.25	0.3043478260869565	0.4166666666666667	0.1176470588235294	0.746031746031746	0.375	0.2833941127994123	-0.1594763064147533	0.1646910067962699	0.1576970443349753	0.9589065114657084
ECFP4 fingerprints	O70212	13 (0.32%)	4087 (440138.46%)	0.0032	XGBoost	200	162	2	0	7	105	0	1	4	24	0.6111111111111112	0.48	1.0	0.0	0.2222222222222222	0.0	0.3636363636363636	0.2114871794871795	0.0	0.6111111111111112	0.495	0.4564354645876384	-0.0755928946018454	0.283625730994152	0.1677064428312159	9.433776624997456
ECFP4 fingerprints	O70528	27 (0.66%)	4073 (422385.19%)	0.0066	GradientBoosting	200	142	14	2	6	215	3	2	4	51	0.8453917050691244	0.6954177897574124	0.875	0.6	0.7	0.4285714285714285	0.7777777777777777	0.6566666666666666	0.5	0.8453917050691244	0.894878706199461	0.7652981008360288	0.4539569824619933	0.6378164556962025	0.6720521541950113	2.8795538862546284
ECFP4 fingerprints	O70528	27 (0.66%)	4073 (422385.19%)	0.0066	XGBoost	200	32	17	0	3	217	3	1	4	52	0.925	0.7048517520215634	1.0	0.75	0.85	0.4285714285714285	0.9189189189189187	0.4038095238095238	0.5454545454545454	0.925	0.8814016172506739	0.9156468155949056	0.5272694681368005	0.8626582278481012	0.6520972025173706	25.47499006191889
ECFP4 fingerprints	O75030	12 (0.29%)	4088 (442866.67%)	0.0029	GradientBoosting	200	135	4	31	5	65	1	6	2	18	0.5607638888888888	0.5416666666666666	0.1142857142857142	0.1428571428571428	0.4444444444444444	0.3333333333333333	0.1818181818181818	0.2361416361416361	0.2	0.5607638888888888	0.3888888888888888	0.0721687836487032	0.0597614304667196	0.0984126984126984	0.1216931216931217	1.502880434195201
ECFP4 fingerprints	O75030	12 (0.29%)	4088 (442866.67%)	0.0029	XGBoost	200	10	9	96	0	0	3	24	0	0	0.5	0.5	0.0857142857142857	0.1111111111111111	1.0	1.0	0.1578947368421052	0.1480693219823654	0.1999999999999999	0.5	0.5694444444444444	0.0	0.0	0.0857142857142857	0.4074074074074074	8.697093876202901
ECFP4 fingerprints	O76074	10 (0.24%)	4090 (449900.0%)	0.0024	GradientBoosting	200	117	4	11	4	69	0	4	2	16	0.68125	0.4	0.2666666666666666	0.0	0.5	0.0	0.3478260869565218	0.3277777777777778	0.0	0.6812500000000001	0.7	0.277134719889148	-0.1490711984999859	0.1787878787878787	0.1944444444444444	1.4940109769503276
ECFP4 fingerprints	O76074	10 (0.24%)	4090 (449900.0%)	0.0024	XGBoost	200	170	0	0	8	80	0	0	2	20	0.5	0.5	0.0	0.0	0.0	0.0	0.0	0.2666666666666667	0.0	0.5	0.375	0.0	0.0	0.0909090909090909	0.1051282051282051	14.9534463206927
ECFP4 fingerprints	O94806	10 (0.24%)	4090 (449900.0%)	0.0024	GradientBoosting	200	115	7	2	1	78	1	0	1	20	0.925	0.75	0.7777777777777778	1.0	0.875	0.5	0.823529411764706	0.55	0.6666666666666666	0.925	1.0	0.806443809226796	0.6900655593423543	0.6919191919191919	1.0	4.5617629567782085
ECFP4 fingerprints	O94806	10 (0.24%)	4090 (449900.0%)	0.0024	XGBoost	200	37	0	0	8	80	0	0	2	20	0.5	0.5	0.0	0.0	0.0	0.0	0.0	0.3682539682539683	0.0	0.5	0.825	0.0	0.0	0.0909090909090909	0.6111111111111112	24.58206238746643
ECFP4 fingerprints	O95069	10 (0.24%)	4090 (449900.0%)	0.0024	GradientBoosting	200	154	8	3	0	77	1	2	1	18	0.98125	0.7	0.7272727272727273	0.3333333333333333	1.0	0.5	0.8421052631578948	0.6476190476190476	0.4	0.98125	0.9	0.8366600265340756	0.3350831266333564	0.7272727272727273	0.6666666666666666	2.7106192628542582
ECFP4 fingerprints	O95069	10 (0.24%)	4090 (449900.0%)	0.0024	XGBoost	200	175	0	0	8	80	0	0	2	20	0.5	0.5	0.0	0.0	0.0	0.0	0.0	0.24	0.0	0.5	0.6000000000000001	0.0	0.0	0.0909090909090909	0.5454545454545454	14.316139626502991
ECFP4 fingerprints	O95153	10 (0.24%)	4090 (449900.0%)	0.0024	GradientBoosting	200	77	6	3	2	77	0	0	2	20	0.85625	0.5	0.6666666666666666	0.0	0.75	0.0	0.7058823529411765	0.6666666666666667	0.0	0.85625	0.15	0.675989663616579	0.0	0.5227272727272727	0.0804093567251462	2.435456418991089
ECFP4 fingerprints	O95153	10 (0.24%)	4090 (449900.0%)	0.0024	XGBoost	200	6	4	0	4	80	0	0	2	20	0.75	0.5	1.0	0.0	0.5	0.0	0.6666666666666666	0.2	0.0	0.75	0.5	0.6900655593423543	0.0	0.5454545454545454	0.1291666666666666	23.24161102771759
ECFP4 fingerprints	O95180	31 (0.76%)	4069 (420025.81%)	0.0076	GradientBoosting	200	159	21	19	5	227	2	2	3	62	0.865228267667292	0.684375	0.525	0.5	0.8076923076923077	0.4	0.6363636363636364	0.504102564102564	0.4444444444444445	0.8652282676672921	0.86875	0.6064215392830112	0.4090913947161065	0.442420814479638	0.4880952380952381	2.1370927492777505
ECFP4 fingerprints	O95180	31 (0.76%)	4069 (420025.81%)	0.0076	XGBoost	200	132	18	7	8	239	2	3	3	61	0.8319262038774233	0.6765625	0.72	0.4	0.6923076923076923	0.4	0.7058823529411765	0.446060606060606	0.4000000000000001	0.8319262038774234	0.909375	0.6756274424744959	0.353125	0.5278733031674208	0.492094017094017	13.964132805665336
ECFP4 fingerprints	O95264	15 (0.37%)	4085 (435733.33%)	0.0037	GradientBoosting	200	57	9	5	4	114	1	2	1	29	0.8251454427925016	0.717741935483871	0.6428571428571429	0.3333333333333333	0.6923076923076923	0.5	0.6666666666666666	0.4476190476190476	0.4	0.8251454427925016	0.8870967741935484	0.6292856123413488	0.3614486980061245	0.4753579753579754	0.6111111111111112	2.2473205010096238
ECFP4 fingerprints	O95264	15 (0.37%)	4085 (435733.33%)	0.0037	XGBoost	200	26	12	1	1	118	1	0	1	31	0.9573367808661928	0.75	0.9230769230769232	1.0	0.9230769230769232	0.5	0.9230769230769232	0.4742857142857143	0.6666666666666666	0.9573367808661928	1.0	0.9146735617323852	0.6959705453537528	0.8596467634929175	1.0	27.07167690594991
ECFP4 fingerprints	O95342	25 (0.61%)	4075 (423800.0%)	0.0061	GradientBoosting	200	132	12	52	7	149	3	13	3	36	0.6864362398533648	0.6173469387755102	0.1875	0.1875	0.631578947368421	0.5	0.2891566265060241	0.3021376971841368	0.2727272727272727	0.6864362398533648	0.6921768707482994	0.2306125159705646	0.1610953967206511	0.1502392344497607	0.2209851551956815	2.4957735498746234
ECFP4 fingerprints	O95342	25 (0.61%)	4075 (423800.0%)	0.0061	XGBoost	200	196	16	13	3	188	2	3	4	46	0.8887143231212359	0.6360544217687075	0.5517241379310345	0.4	0.8421052631578947	0.3333333333333333	0.6666666666666666	0.3327272727272727	0.3636363636363636	0.8887143231212359	0.7261904761904762	0.6455348391108331	0.295084445425327	0.47824616399934	0.2403025661797591	11.03049335082372
ECFP4 fingerprints	O95819	21 (0.51%)	4079 (427323.81%)	0.0051	GradientBoosting	200	137	13	5	3	163	1	1	4	41	0.8913690476190477	0.5880952380952381	0.7222222222222222	0.5	0.8125	0.2	0.7647058823529411	0.67	0.2857142857142857	0.8913690476190477	0.661904761904762	0.7424048608204263	0.2691353979577239	0.6031099033816425	0.3541408287452912	5.188210813204448
ECFP4 fingerprints	O95819	21 (0.51%)	4079 (427323.81%)	0.0051	XGBoost	200	18	12	2	4	166	1	0	4	42	0.8690476190476191	0.6	0.8571428571428571	1.0	0.75	0.2	0.7999999999999999	0.5276190476190477	0.3333333333333333	0.8690476190476191	0.7	0.7844017557640843	0.4273273869671518	0.6645962732919254	0.3528205128205128	23.67278674443563
ECFP4 fingerprints	P00519	14 (0.34%)	4086 (437785.71%)	0.0034	GradientBoosting	200	142	9	40	3	71	0	13	2	16	0.6948198198198199	0.2758620689655172	0.1836734693877551	0.0	0.75	0.0	0.2950819672131148	0.3415946798299739	0.0	0.6948198198198199	0.2758620689655172	0.236157284064233	-0.2231780211373287	0.1621453459432553	0.064516129032258	0.8519885738690695
ECFP4 fingerprints	P00519	14 (0.34%)	4086 (437785.71%)	0.0034	XGBoost	200	123	0	0	12	111	0	0	2	29	0.5	0.5	0.0	0.0	0.0	0.0	0.0	0.3575417175417175	0.0	0.5	0.896551724137931	0.0	0.0	0.0975609756097561	0.625	6.608382813135783
ECFP4 fingerprints	P00533	39 (0.95%)	4061 (416512.82%)	0.0096	GradientBoosting	200	187	22	14	7	300	5	2	5	74	0.8570173511970129	0.736842105263158	0.6111111111111112	0.7142857142857143	0.7586206896551724	0.5	0.676923076923077	0.6112820512820513	0.588235294117647	0.8570173511970129	0.9289473684210526	0.6481308654885574	0.5553069883741819	0.484009695832356	0.6778138528138528	0.783114778995514
ECFP4 fingerprints	P00533	39 (0.95%)	4061 (416512.82%)	0.0096	XGBoost	200	19	17	3	12	311	4	1	6	75	0.7883263782121678	0.6934210526315789	0.85	0.8	0.5862068965517241	0.4	0.6938775510204082	0.6838095238095238	0.5333333333333333	0.7883263782121678	0.9026315789473685	0.6846394753029239	0.5299233090271576	0.5332612848094902	0.6482862789384528	21.456216073036195
ECFP4 fingerprints	P00734	10 (0.24%)	4090 (449900.0%)	0.0024	GradientBoosting	200	115	6	15	2	65	2	3	0	17	0.78125	0.925	0.2857142857142857	0.4	0.75	1.0	0.4137931034482759	0.3771428571428571	0.5714285714285715	0.78125	0.925	0.3793721667942527	0.5830951894845301	0.237012987012987	0.5	3.841784397761027
ECFP4 fingerprints	P00734	10 (0.24%)	4090 (449900.0%)	0.0024	XGBoost	200	65	0	0	8	80	0	0	2	20	0.5	0.5	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.5	0.425	0.0	0.0	0.0909090909090909	0.1240601503759398	15.145740568637848
ECFP4 fingerprints	P00750	11 (0.27%)	4089 (446072.73%)	0.0027	GradientBoosting	200	156	7	26	1	62	2	11	1	11	0.7897727272727273	0.5833333333333333	0.2121212121212121	0.1538461538461538	0.875	0.6666666666666666	0.3414634146341463	0.3838095238095237	0.25	0.7897727272727273	0.6060606060606061	0.3372458303647155	0.1084072725979984	0.1960227272727272	0.1841931216931217	3.0769803444544475
ECFP4 fingerprints	P00750	11 (0.27%)	4089 (446072.73%)	0.0027	XGBoost	200	159	0	0	8	88	0	0	3	22	0.5	0.5	0.0	0.0	0.0	0.0	0.0	0.2015873015873016	0.0	0.5	0.3484848484848484	0.0	0.0	0.0833333333333333	0.1103030303030303	15.101834559440611
ECFP4 fingerprints	P00915	30 (0.73%)	4070 (420566.67%)	0.0074	GradientBoosting	200	178	20	10	4	230	5	3	1	57	0.8958333333333334	0.8916666666666666	0.6666666666666666	0.625	0.8333333333333334	0.8333333333333334	0.7407407407407408	0.6811111111111112	0.7142857142857143	0.8958333333333335	0.85	0.7171087882915773	0.6899837579297766	0.5707070707070707	0.7480994152046784	3.509376561641693
ECFP4 fingerprints	P00915	30 (0.73%)	4070 (420566.67%)	0.0074	XGBoost	200	57	21	3	3	237	4	1	2	59	0.93125	0.825	0.875	0.8	0.875	0.6666666666666666	0.875	0.557069597069597	0.7272727272727272	0.93125	0.8944444444444444	0.8625	0.7061788191316446	0.7769886363636364	0.7	33.705286045869194
ECFP4 fingerprints	P00918	39 (0.95%)	4061 (416512.82%)	0.0096	GradientBoosting	200	18	20	15	9	299	8	4	2	72	0.8209422358884253	0.8736842105263158	0.5714285714285714	0.6666666666666666	0.6896551724137931	0.8	0.625	0.6156959706959707	0.7272727272727272	0.8209422358884253	0.950657894736842	0.5899447112184251	0.6914090450089235	0.4203277370061325	0.7952380952380953	6.813453523317973
ECFP4 fingerprints	P00918	39 (0.95%)	4061 (416512.82%)	0.0096	XGBoost	200	96	23	7	6	307	7	2	3	74	0.8854052273226445	0.8368421052631578	0.7666666666666667	0.7777777777777778	0.7931034482758621	0.7	0.7796610169491527	0.7005128205128205	0.7368421052631577	0.8854052273226445	0.981578947368421	0.7590643995316506	0.7054992355866744	0.6255386883817567	0.8983974358974358	40.57406731446584
ECFP4 fingerprints	P01375	14 (0.34%)	4086 (437785.71%)	0.0034	GradientBoosting	200	177	12	17	0	94	1	4	1	25	0.9234234234234234	0.6810344827586207	0.4137931034482758	0.2	1.0	0.5	0.5853658536585366	0.4619047619047619	0.2857142857142857	0.9234234234234234	0.8965517241379309	0.5919623171301899	0.2418430558450613	0.4137931034482758	0.3333333333333333	4.364072692394257
ECFP4 fingerprints	P01375	14 (0.34%)	4086 (437785.71%)	0.0034	XGBoost	200	0	6	0	6	111	0	0	2	29	0.75	0.5	1.0	0.0	0.5	0.0	0.6666666666666666	0.3	0.0	0.75	0.9655172413793104	0.6887372317211945	0.0	0.5487804878048781	0.75	19.40429250796636
ECFP4 fingerprints	P03372	31 (0.76%)	4069 (420025.81%)	0.0076	GradientBoosting	200	129	26	4	0	242	4	1	1	63	0.9918699186991872	0.8921875	0.8666666666666667	0.8	1.0	0.8	0.9285714285714286	0.7291208791208791	0.8000000000000002	0.9918699186991872	0.96875	0.9233496227027213	0.784375	0.8666666666666667	0.8666666666666667	3.314010087649028
ECFP4 fingerprints	P03372	31 (0.76%)	4069 (420025.81%)	0.0076	XGBoost	200	1	17	4	9	242	3	0	2	64	0.8187929956222639	0.8	0.8095238095238095	1.0	0.6538461538461539	0.6	0.7234042553191489	0.721978021978022	0.7499999999999999	0.8187929956222638	0.90625	0.7023385162746204	0.7627700713964738	0.562392264598147	0.8285714285714285	14.969965199629463
ECFP4 fingerprints	P04150	15 (0.37%)	4085 (435733.33%)	0.0037	GradientBoosting	200	48	12	2	1	117	2	1	0	30	0.9531351001939236	0.9838709677419356	0.8571428571428571	0.6666666666666666	0.9230769230769232	1.0	0.888888888888889	0.6933333333333334	0.8	0.9531351001939236	0.9677419354838708	0.8769964498037486	0.8032193289024988	0.7987845487845487	0.5833333333333333	2.457215674718221
ECFP4 fingerprints	P04150	15 (0.37%)	4085 (435733.33%)	0.0037	XGBoost	200	6	11	1	2	118	2	1	0	30	0.9188752424046542	0.9838709677419356	0.9166666666666666	0.6666666666666666	0.8461538461538461	1.0	0.8799999999999999	0.6599999999999999	0.8	0.9188752424046542	0.967741935483871	0.8683175895537171	0.8032193289024988	0.7907925407925407	0.5833333333333333	27.469490591684977
ECFP4 fingerprints	P04156	11 (0.27%)	4089 (446072.73%)	0.0027	GradientBoosting	200	144	6	13	2	75	0	10	3	12	0.8011363636363636	0.2727272727272727	0.3157894736842105	0.0	0.75	0.0	0.4444444444444443	0.4371428571428571	0.0	0.8011363636363636	0.3333333333333333	0.4177893489525305	-0.3015113445777636	0.2576754385964912	0.1154761904761904	1.411488942305247
ECFP4 fingerprints	P04156	11 (0.27%)	4089 (446072.73%)	0.0027	XGBoost	200	143	0	0	8	88	0	0	3	22	0.5	0.5	0.0	0.0	0.0	0.0	0.0	0.3171428571428571	0.0	0.5	0.5909090909090908	0.0	0.0	0.0833333333333333	0.2286634460547504	13.505739943186445
ECFP4 fingerprints	P04278	10 (0.24%)	4090 (449900.0%)	0.0024	GradientBoosting	200	10	8	0	0	80	1	0	1	20	1.0	0.75	1.0	1.0	1.0	0.5	1.0	0.8	0.6666666666666666	1.0	0.8875	1.0	0.6900655593423543	1.0	0.6111111111111112	3.7523956418037416
