data	safety_endpoint	positive_counts	negative_counts	ML_model	num_trials	best_trial	tp(train)	fp(train)	fn(train)	tn(train)	tp	fp	fn	tn	balanced_accuracy(train)	balanced_accuracy	precision(train)	precision	recall(train)	recall	f1_score(train)	f1_score(validation)	f1_score	roc_auc_score(train)	roc_auc_score	mcc(train)	mcc	pr_auc_score(train)	pr_auc_score	time
Physicochemical properties	10002034	112(16.79%)	555 (83.21%)	XGBoost	50	31	54	124	32	323	17	40	9	68	0.6752510275219812	0.6417378917378918	0.3033707865168539	0.2982456140350877	0.627906976744186	0.6538461538461539	0.409090909090909	0.3289726687068778	0.4096385542168674	0.6752510275219812	0.6103988603988604	0.2733816611879406	0.2267418707986671	0.2505261568464612	0.3011345775929616	3.928314773241679
Physicochemical properties	10060708	21(3.15%)	646 (96.85%)	XGBoost	50	0	2	0	12	519	0	0	7	127	0.5714285714285714	0.5	1.0	0.0	0.1428571428571428	0.0	0.25	0.0	0.0	0.5714285714285714	0.5568053993250843	0.3736692827207929	0.0	0.1653712141517019	0.2042129366909831	2.6140475193659465
Physicochemical properties	10049771	71(10.64%)	596 (89.36%)	XGBoost	50	6	38	120	18	357	5	44	10	75	0.7134995507637016	0.4817927170868347	0.240506329113924	0.1020408163265306	0.6785714285714286	0.3333333333333333	0.3551401869158879	0.2925929841341757	0.15625	0.7134995507637019	0.5011204481792717	0.2867054753052062	-0.0238389291854445	0.1969718302691442	0.1281081095010836	4.213237186272939
Physicochemical properties	10047289	150(22.49%)	517 (77.51%)	XGBoost	50	32	79	78	39	337	11	34	21	68	0.7407698590974066	0.5052083333333333	0.5031847133757962	0.2444444444444444	0.6694915254237288	0.34375	0.5745454545454545	0.4273262832584866	0.2857142857142857	0.7407698590974066	0.5061274509803921	0.4385846397488239	0.0094037826302488	0.4100486330351806	0.3090051402879276	4.828704500198365
Physicochemical properties	10018291	87(13.04%)	580 (86.96%)	XGBoost	50	24	53	184	17	279	7	47	10	70	0.6798673248997222	0.5050276520864756	0.2236286919831223	0.1296296296296296	0.7571428571428571	0.4117647058823529	0.3452768729641694	0.262864612049669	0.1971830985915492	0.6798673248997223	0.5520361990950226	0.2445128896959116	0.0068229270942927	0.2012138011211799	0.2127952078478533	2.889000046253204
Physicochemical properties	10082490	44(6.6%)	623 (93.4%)	XGBoost	50	8	20	83	17	413	2	31	5	96	0.6866009154315607	0.5208098987626546	0.1941747572815534	0.0606060606060606	0.5405405405405406	0.2857142857142857	0.2857142857142857	0.1399255715045188	0.1	0.6866009154315605	0.4589426321709786	0.2402329784548036	0.0214947890226083	0.1368542625942578	0.062344283929677	3.3946826418240863
Physicochemical properties	10046543	99(14.84%)	568 (85.16%)	XGBoost	50	49	54	81	27	371	6	21	12	95	0.7437315634218289	0.5761494252873564	0.4	0.2222222222222222	0.6666666666666666	0.3333333333333333	0.5	0.3265960709752745	0.2666666666666666	0.7437315634218289	0.6149425287356322	0.4023880516895868	0.1294756505769944	0.3173233270794246	0.1985769308459708	5.397201351324717
Physicochemical properties	10006458	90(13.49%)	577 (86.51%)	XGBoost	50	42	42	98	31	362	8	25	9	92	0.6811494937462775	0.628456510809452	0.3	0.2424242424242424	0.5753424657534246	0.4705882352941176	0.3943661971830986	0.2790689097325253	0.32	0.6811494937462775	0.6666666666666666	0.2830395813547881	0.1984658788927871	0.230764090570305	0.2521044890736752	3.480853017171224
Physicochemical properties	10061471	87(13.04%)	580 (86.96%)	XGBoost	50	11	35	120	27	351	7	33	18	76	0.6548695294842819	0.4886238532110092	0.2258064516129032	0.175	0.5645161290322581	0.28	0.3225806451612903	0.1736256250209738	0.2153846153846154	0.6548695294842819	0.5053211009174312	0.2186706640906745	-0.0193693262237057	0.178128044387784	0.2080001975584257	3.828488270441691
Physicochemical properties	10040047	107(16.04%)	560 (83.96%)	XGBoost	50	13	48	100	33	352	8	41	18	67	0.6856768272697475	0.464031339031339	0.3243243243243243	0.1632653061224489	0.5925925925925926	0.3076923076923077	0.4192139737991266	0.2343324477470819	0.2133333333333333	0.6856768272697475	0.4501424501424501	0.2976721516159143	-0.0590670545591625	0.2541058882522297	0.1810456411988461	4.235317405064901
