data	safety_endpoint	roc_auc_score	pr_auc_score
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	10061218	0.4510686164229471	0.06082144286852158
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	10065720	0.5737179487179487	0.2646910203867504
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	10065268	0.5685876623376623	0.2531317940457052
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	10013559	0.6682692307692308	0.43503426649888244
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	10020718	0.6439482961222092	0.23219633670735018
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	10019304	0.8089285714285714	0.36587440463490883
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	10022972	0.64	0.37121777845841053
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	10061920	0.7574561403508772	0.4242000019549293
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	10043903	0.6784188034188035	0.44863271194894977
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	10046542	0.6998491704374057	0.30102355681696513
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	10016288	0.5529411764705883	0.13789889577493863
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	10005861	0.7518207282913165	0.30073356862515027
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	10003084	0.5669467787114846	0.33894422851065653
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	10028836	0.6946969696969697	0.3998812664753391
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	10037868	0.7464387464387463	0.5786478068711983
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	10069620	0.5	0.04477611940298507
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	10050558	0.6415981198589894	0.4139102507079492
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	10012373	0.5584045584045585	0.22203695851703792
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	10006451	0.5790598290598291	0.28049064082074404
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	10037063	0.6114622840286557	0.24298497800127533
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	10033664	0.600127145581691	0.15420090294643005
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	10020646	0.5904761904761904	0.30860245355736715
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	10024612	0.634324942791762	0.2910811400249079
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	10012374	0.7589285714285714	0.14097008032954303
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	10003211	0.704177897574124	0.42386451837094835
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	10036590	0.4558139534883721	0.04138366676851361
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	10024384	0.5826502732240437	0.14102224642334893
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	10061422	0.6232142857142857	0.1506178718670657
Cell Painting, RDKit 1D descriptors, Mordred descriptors, Physicochemical properties	10016275	0.6329449152542372	0.22035210610186456
